PO Number,Order Date,Requested Delivery Date,Customer Name,Vendor Name,Sold To ID,Sales Org,Order Type,SO Rule,Ship To ID,Ship To Name,Customer Number,Material Description,Quantity,Unit,Delivery Date,Internal Material Code,Extracted Material Code,Source File
BE-25-02803,01/12/2025,12/12/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,25000,KG,15/12/2025,,Akulon F130-C2,MF Folien (Sold-to 4020001301 - Material 14885).pdf
BE-25-02803,01/12/2025,12/12/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,25000,KG,16/12/2025,,Akulon F130-C2,MF Folien (Sold-to 4020001301 - Material 14885).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,19/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,20/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,24/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,25/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,27/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,19/11/2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,28/11/2025,,Akulon F-X22092,MF Folien (Sold-to 4020001301 - Material 60477).pdf
1014235554,11/12/2025,05/02/2026,,Envalior B.V.,,,,X,,,0088104000,PA66 BLACK UL94V-0,2000,KG,05/02/2026,,0899922173,Molex PO1014235554_20251211_042406.pdf
1014235576,11/12/2025,15/02/2026,,Envalior B.V.,,,,X,,,0088104000,PA66 BLACK UL94V-0,3000,KG,15/02/2026,,0899922173,Molex PO1014235576_20251211_042446.pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,01/12/2025,0000011284,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,03/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,04/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,05/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,08/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,09/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,10/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,11/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,12/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,15/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,17/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,18/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,19/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,22/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00763,13/11/2025,01/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,23/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
BE25-00764,13/11/2025,02/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,02/12/2025,0000008677,111102,Niederwieser (Sold-to 4020000825 - Material 8677).pdf
BE25-00764,13/11/2025,02/12/2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020033179,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,16/12/2025,,111102,Niederwieser (Sold-to 4020000825 - Material 8677).pdf
4504063626,23/01/2026,02/02/2026,,Envalior B.V.,,,,X,,,0088104000,ｽﾀﾆｰﾙTS-341-N 25Kg 紙袋 (Stanyl TS-341-N 25Kg Paper Bag),600,KG,02/02/2026,,M460101200-R01,4504063626.pdf
4504063626,23/01/2026,02/02/2026,,Envalior B.V.,,,,X,,,0088104000,ｽﾀﾆｰﾙTS-341-N 25Kg 紙袋 (Stanyl TS-341-N 25Kg Paper Bag),500,KG,03/02/2026,,M460101200-R01,4504063626.pdf
121020125612,17/06/2025,23/07/2025,,Envalior B.V.,,,,X,,,0088104000,PA46 Envalior TS200F6 black BK26013,1000,KG,30/07/2025,,901-22G1-002,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf
121020125612,17/06/2025,23/07/2025,,Envalior B.V.,,,,X,,,0088104000,Stanyl HFX31SW JUST WHITE,1000,KG,23/07/2025,,901-01M7-002,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf
121020125612,17/06/2025,23/07/2025,,Envalior B.V.,,,,X,,,0088104000,TS200F6 B-MB DSM PA46 (BLACK BK24003),1000,KG,23/07/2025,,901-61P9-002,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf
121020125612,17/06/2025,23/07/2025,,Envalior B.V.,,,,X,,,0088104000,TS200F6/A MB BL69100,1000,KG,30/07/2025,,901-35R2-002,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf
1235,14/05/2024,05/09/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 271 B6 naturale,1000,KG,05/09/2024,0000044240,8PA-211,Sold-to 4020000140 - Material 44240.pdf
1813,22/07/2024,17/09/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 200 F3 BK (PA46-GF15) bags - IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,1375,KG,17/09/2024,0000000930,8PA-159,Sold-to 4020000140 - Material 930.pdf
2138,10/09/2024,14/10/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW200F6 00001 10821 nat. (pa46+30 fv) - IN CONFORMITA' ALLA NORMATIVA UNI PA66 UNI ISO 1043 01-2002,2750,KG,14/10/2024,0000000931,8PA-195,Sold-to 4020000140 - Material 931.pdf
1316,21/05/2024,29/07/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 200 F6 NERO (PA46+30GF) ID 930 - IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,2750,KG,29/07/2024,0000000934,8PA-035,Sold-to 4020000140 - Material 934.pdf
2354,03/10/2024,08/11/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 241 F10 11000 NERO (PA46+50FV) IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,4125,KG,08/11/2024,0000000944,8PA-113,Sold-to 4020000140 - Material 944.pdf
1957,07/08/2024,09/10/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 271 F6 NAT. (PA46+30GF wear and friction) IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,4125,KG,09/10/2024,0000000948,8PA-032,Sold-to 4020000140 - Material 948.pdf
2315,30/09/2024,20/11/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,Stanyl TW341 11000 10823 - IN CONFORMITA' ALLA NORMATIVA UNI: PA46 UNI ISO 1043 01-2002,2750,KG,20/11/2024,0000000961,8PA-193,Sold-to 4020000140 - Material 961.pdf
2053,27/08/2024,25/10/2024,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 371 NAT. (PA46 wear and friction) ID 966 - IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,13750,KG,25/10/2024,0000000966,8PA-132,Sold-to 4020000140 - Material 966.pdf
P177081,31/10/2024,20/01/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z060R735:PA6GF30FR K222-KGV6\KN.00.73.\801 07,11000,KG,27/01/2025,0000060859,PA00028BA,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P177081,31/10/2024,20/01/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z065R735:PA6-GF25FR CO-KGV5\KN.01.74.\8,20000,KG,14/03/2025,0000042143,PA00136BA,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P177081,31/10/2024,20/01/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z050R735:PA6-MD25 ULTRAFLOW K-FKMV5/C\KN.00.73,15000,KG,20/01/2025,0000044141,900661200,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P176476,15/10/2024,02/12/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z060R735:PA6GF30FR,11000,KG,02/12/2024,0000060859,PA00028BA,Sold-to 4020001469 - Material 32814.pdf
P176477,15/10/2024,25/11/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z065R735:PA6-GF25FR,20000,KG,25/11/2024,0000042143,PA00136BA,Sold-to 4020001469 - Material 42143.pdf
P175040,13/09/2024,04/03/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z050R735:PA6-MD25 ULTRAFLOW,15000,KG,04/03/2025,0000044141,900661200,Sold-to 4020001469 - Material 44141.pdf
P172126,22/07/2024,28/10/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,PA6 NATURAL (Z009),22000,KG,28/10/2024,0000005953,200166300,Sold-to 4020001469 - Material 5953+35359.pdf
P172126,22/07/2024,28/10/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z031 PPS((MIN/GF) 65 NATURAL,3000,KG,04/11/2024,0000035359,P000117AA,Sold-to 4020001469 - Material 5953+35359.pdf
P176469,30/10/2024,03/03/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,PA6 NATURAL (Z009),11000,KG,03/03/2025,0000005953,200166300,Sold-to 4020001469 - Material 5953.pdf
1242188,23/05/2024,07/10/2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"FIRE RETARDANT PA6 DSM K225-KS. Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size, 1200mm x 1000mm. Maximum overall height 1150mm.",8000.00,KG,07/10/2024,,RNY03NAT,Sold-to 4020028890 - Material 40696.pdf
1263142,10/09/2024,13/01/2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,RCPE NATURAL UM551-V. DSM material ref. Arnitel UM551-V. 25kg bags marked with your material ref & batch no. Maximum weight of pallet 1000kg. Pallet size: 1200mm x 1000mm. Maximum overall height 1150mm.,1250.00,KG,13/01/2025,0000041450,RCPE02NAT,Sold-to 4020028890 - Material 41450+40696.pdf
1263142,10/09/2024,13/01/2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"FIRE RETARDANT PA6 DSM K225-KS. Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size, 1200mm x 1000mm. Maximum overall height 1150mm.",8250.00,KG,13/01/2025,,RNY03NAT,Sold-to 4020028890 - Material 41450+40696.pdf
1271104,22/10/2024,27/01/2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH. 1000kg Octobin marked with your Matl ref & batch no. Max weight 1000 kg. Pallet size 1200mm x 1000mm. Maximum overall height 1150mm.,22000.00,KG,27/01/2025,0000008756,RNY01NAT,Sold-to 4020028890 - Material 8756+40696.pdf
1271104,22/10/2024,27/01/2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,FIRE RETARDANT PA6 DSM K225-KS - Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size 1200mm x 1000mm. Maximum overall height 1150mm.,8000.00,KG,24/03/2025,,RNY03NAT,Sold-to 4020028890 - Material 8756+40696.pdf
1263152,10/09/2024,14/11/2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH, 1000kg Octobin marked with your Matl ref & batch no, Max weight 1000 kg, Pallet size 1200mm x 1000mm, Maximum overall height 1150mm",22000.00,KG,14/11/2024,0000008756,RNY01NAT,Sold-to 4020028890 - Material 8756+8756+8756.pdf
1263152,10/09/2024,14/11/2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH, 1000kg Octobin marked with your Matl ref & batch no, Max weight 1000 kg, Pallet size 1200mm x 1000mm, Maximum overall height 1150mm",22000.00,KG,28/11/2024,0000008756,RNY01NAT,Sold-to 4020028890 - Material 8756+8756+8756.pdf
