PO Number,Order Date,Requested Delivery Date,Customer Name,Vendor Name,Sold To ID,Sales Org,Order Type,SO Rule,Ship To ID,Ship To Name,Customer Number,Material Description,Quantity,Unit,Delivery Date,Internal Material Code,Extracted Material Code,Source File
121080096833,2025/11/05,,Fuyu Electronical Technology (Huaia,Envalior Singapore Pte. Ltd.,4020010504,2730,TA,X,4020035612,Huai'an Xinning public bonded wareh,4020010504,料號 /料號描述/ 製造商料號,1000,kg,05/12/2025,0000048029,901-01M8-002,Fuyu Electronical Technology (Sold-to 4020036720 - Material 48029).pdf
BE-25-02803,01/12/2025,,4020001301,Envalior B.V.,,,,X,,,0088104000,Akulon F130-C2,25000,kg,12/12/2025,,,MF Folien (Sold-to 4020001301 - Material 14885).pdf
BE-25-02803,01/12/2025,,4020001301,Envalior B.V.,,,,X,,,0088104000,Akulon F130-C2,25000,kg,15/12/2025,,,MF Folien (Sold-to 4020001301 - Material 14885).pdf
BE-25-02803,01/12/2025,,4020001301,Envalior B.V.,,,,X,,,0088104000,Akulon F130-C2,25000,kg,16/12/2025,,,MF Folien (Sold-to 4020001301 - Material 14885).pdf
BE-25-02595,04/11/2025,,Mf-Folien GmbH,Envalior B.V.,4020040520,,,X,4020040520,Mf-Folien GmbH,4020040520,Akulon F-X22092,22000,kg,24/11/2025,,,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,,Mf-Folien GmbH,Envalior B.V.,4020040520,,,X,4020040520,Mf-Folien GmbH,4020040520,Akulon F-X22092,22000,kg,25/11/2025,,,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,,Mf-Folien GmbH,Envalior B.V.,4020040520,,,X,4020040520,Mf-Folien GmbH,4020040520,Akulon F-X22092,22000,kg,27/11/2025,,,MF Folien (Sold-to 4020001301 - Material 60477).pdf
BE-25-02595,04/11/2025,,Mf-Folien GmbH,Envalior B.V.,4020040520,,,X,4020040520,Mf-Folien GmbH,4020040520,Akulon F-X22092,22000,kg,28/11/2025,,,MF Folien (Sold-to 4020001301 - Material 60477).pdf
1014235554,2025.12.11,2026.02.05,Molex Interconnect (Shanghai) Co. L,恩骅力工程材料（无锡）有限公司,4020007068,,,X,4020007068,Molex Interconnect (Shanghai) Co. L,4020007068,PA66 BLACK UL94V-0,2000,KG,2026.02.05,,,Molex PO1014235554_20251211_042406.pdf
1014235576,2025.12.11,2026.02.15,Molex Interconnect (Shanghai) Co. L,恩骅力工程材料（无锡）有限公司,4020007068,,,X,4020007068,Molex Interconnect (Shanghai) Co. L,4020007068,PA66 BLACK UL94V-0,3000,KG,2026.02.15,,,Molex PO1014235576_20251211_042446.pdf
BE25-00763,13/11/2025,,Hauptlager - Niederwieser GmbH,Envalior B.V.,,,,X,,,0088104000,F 132-E1,25000,KG,,,111102,Niederwieser (Sold-to 4020000825 - Material 11284).pdf
111102,13/11/2025,,Hauptlager - Niederwieser GmbH,Envalior B.V.,,,,X,,,0088104000,F 132-E1,24000,KG,02/12/2025,,11110201,Niederwieser (Sold-to 4020000825 - Material 8677).pdf
1235,14/05/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 271 B6 naturale,1000,KG,,0000044240,8PA-211,Sold-to 4020000140 - Material 44240.pdf
1813,17/09/2024,,ELETTRONICA CONDUTTORI,Envalior B.V.,E01060,,,X,,,E01060,STANYL TW 200 F3 BK (PA46-GF15) bags,1375,kg,,,8PA-159,Sold-to 4020000140 - Material 930.pdf
2138,14/10/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW200F6 00001 10821 nat. (pa46+30 fv),2750,kg,,0000000931,8PA-195,Sold-to 4020000140 - Material 931.pdf
1316,29/07/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 200 F6 NERO (PA46+30GF) ID 930,2750,KG,,0000000934,8PA-035,Sold-to 4020000140 - Material 934.pdf
2354,08/11/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 241 F10 11000 NERO (PA46+50FV),4125,KG,08/11/2024,0000000944,8PA-113,Sold-to 4020000140 - Material 944.pdf
1957,09/10/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 271 F6 NAT.(PA46+30GF wear and friction),4125,KG,,0000000948,8PA-032,Sold-to 4020000140 - Material 948.pdf
2315,20/11/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,Stanyl TW341,2750,kg,,0000000961,8PA-193,Sold-to 4020000140 - Material 961.pdf
2053,25/10/2024,,Ergotech SRL,Envalior B.V.,4020000140,2545,TA,X,4020000140,Ergotech SRL,4020000140,STANYL TW 371 NAT.(pa46 wear and friction) ID 966,13750,kg,,0000000966,8PA-132,Sold-to 4020000140 - Material 966.pdf
P177081,27/01/2025,,,Envalior B.V.,,,,X,,,0088104000,PA00028BA,11000,KG,27/01/2025,,PA00028BA,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P177081,27/01/2025,,,Envalior B.V.,,,,X,,,0088104000,PA00136BA,20000,KG,14/03/2025,,PA00136BA,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P177081,27/01/2025,,,Envalior B.V.,,,,X,,,0088104000,900661200,15000,KG,20/01/2025,,900661200,Sold-to 4020001469 - Material 32814+42143+44141.pdf
P176476,02/12/2024,15/10/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,PA00028BA,11000,KG,02/12/2024,,Z060R735:PA6GF30FR,Sold-to 4020001469 - Material 32814.pdf
P176477,25/11/2024,15/10/2024,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,PA00136BA,20000,KG,25/11/2024,,Z065R735:PA6-GF25FR,Sold-to 4020001469 - Material 42143.pdf
P175040,04/03/2025,04/03/2025,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z050R735:PA6-MD25 ULTRAFLOW,15000,KG,04/03/2025,0000044141,900661200,Sold-to 4020001469 - Material 44141.pdf
P172126,28/10/2024,,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,PA6 NATURAL (Z009),22000,KG,28/10/2024,0000005953,200166300,Sold-to 4020001469 - Material 5953+35359.pdf
P172126,28/10/2024,,Legrand Elektrik Sanayi A.S.,Envalior B.V.,4020001469,2500,TA,X,4020001469,Legrand Elektrik Sanayi A.S.,4020001469,Z031 PPS((MIN/GF) 65 NATURAL,3000,KG,04/11/2024,0000035359,P000117AA,Sold-to 4020001469 - Material 5953+35359.pdf
P176469,03/03/2025,03/03/2025,,Legrand Elektrik Sanayi A.S.,,2500,TA,X,,,4020001469,PA6 NATURAL (Z009),11000,KG,03/03/2025,0000005953,200166300,Sold-to 4020001469 - Material 5953.pdf
0/00/00,23/05/24,,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020032008,ABB Cable Management Products Ltd,4020028890,FIRE RETARDANT PA6 DSM K225-KS,7700,kg,,,K225-KS Natural (DSM),Sold-to 4020028890 - Material 40696.pdf
0/00/00,13/01/25,,,Envalior B.V.,,,,X,,,0088104000,RCPE NATURAL UM551-V,130125,KG,,,RCPE02NAT,Sold-to 4020028890 - Material 41450+40696.pdf
0/00/00,13/01/25,,,Envalior B.V.,,,,X,,,0088104000,FIRE RETARDANT PA6 DSM K225-KS,130125,KG,,,RNY03NAT,Sold-to 4020028890 - Material 41450+40696.pdf
rated,22/10/24,,,Envalior B.V.,,,,X,,,0088104000,1 RNY01NAT NYLON COMPOUND (NATURAL),27000,kg,27/01/25,,108452.00,Sold-to 4020028890 - Material 8756+40696.pdf
rated,22/10/24,,,Envalior B.V.,,,,X,,,0088104000,2 RNY03NAT FIRE RETARDANT PA6 DSM K225-KS,25000,kg,24/03/25,,100000.00,Sold-to 4020028890 - Material 8756+40696.pdf
1263152,12/12/24,,,Envalior B.V.,,,,X,,,0088104000,NYLON COMPOUND (NATURAL),22000,KG,12/12/24,,F136-DH,Sold-to 4020028890 - Material 8756+8756+8756.pdf
0/00/00,11/06/24,,,Envalior B.V.,,,,X,,,0088104000,NYLON COMPOUND (NATURAL),12000,kg,,,69454.00,Sold-to 4020028890 - Material 8756.pdf
66090712 OP,03/10/24,12/10/24,Parker Hannifin Manufacturing Franc,Envalior B.V.,4020022408,,,X,4020022408,Parker Hannifin Manufacturing Franc,4020022408,ARNITEL EM 630 H,1200,KG,12/10/24,,,Sold-to 4020030130 - Material 17263.pdf
RA99966,2/10/24,30/09/24,Parker Hannifin Manufacturing Franc,Envalior B.V.,4020022408,,,X,4020022408,Parker Hannifin Manufacturing Franc,4020022408,ARNITEL EM 630,1000,kg,09/01/25,,ARNITEL EM 630,Sold-to 4020030130 - Material 40670.pdf
60003956,14/10/24,,Parker Hannifin Manufacturing Franc,Envalior B.V.,4020022408,,,X,4020022408,Parker Hannifin Manufacturing Franc,4020022408,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,,,AAPP0110,Sold-to 4020030130 - Material 812.pdf
60003956,14/10/24,,Parker Hannifin Manufacturing Franc,Envalior B.V.,4020022408,,,X,4020022408,Parker Hannifin Manufacturing Franc,4020022408,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,,,AAPP0110,Sold-to 4020030130 - Material 812.pdf
60003956,14/10/24,,Parker Hannifin Manufacturing Franc,Envalior B.V.,4020022408,,,X,4020022408,Parker Hannifin Manufacturing Franc,4020022408,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,,,AAPP0110,Sold-to 4020030130 - Material 812.pdf
37666,24/10/2022,,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-G6 natur (PA6),2500,KG,25/01/2021,,5208,Sold-to 4020032023 - Material 19277.pdf
37668,24/10/22,,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-TG9 natur (PA6),24,KG,24/11/2026,0000019417,5427,Sold-to 4020032023 - Material 19417.pdf
37667,24/10/2022,,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K-FG0-FCUltraflow nat(PA6),25,kg,01/01/2014,0000019497,5440,Sold-to 4020032023 - Material 19497.pdf
37669,24/10/2022,,556558-2987,Envalior B.V.,,,,X,,,0088104000,Akulon F232-D natur (PA6),4,KG,25/01/2028,,5245,Sold-to 4020032023 - Material 20413.pdf
37534,24/10/2007,,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-G3 natur (PA6),3300,kg,,,5143,Sold-to 4020032023 - Material 28645.pdf
37774,24/11/2005,,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-PG3 natur (PA6),6600,kg,25/02/2025,0000029476,5343,Sold-to 4020032023 - Material 29476.pdf
37539,24/10/2007,,556558-2987,Envalior B.V.,,,,X,,,0088104000,D Neukleringsmedel K-MB UF IM,2611,kg,25/03/2018,,,Sold-to 4020032023 - Material 8947.pdf
0004674421,26/11/2025,,Südpack Oak Creek Corporation,Envalior B.V.,,,,X,,,0088104000,PA-AKULON F132-E1 OCTABIN DSM,22000,kg,15/12/2025,,8305516,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf"
500009,23/09/2025,22/10/2025,Wipak Walsrode GmbH,Envalior B.V.,4020036739,2500,KB,X,4020036739,Wipak Walsrode GmbH,4020036739,Akulon XS36-C1,22000,kg,22/10/2025,0000038779,510000302,Wipak Walsrode (Sold-to 4020036739 - Material 38779) - ORDER TYPE KB.PDF
